商品,订单号,订单状态,商品总价(元),店铺优惠折扣(元),平台优惠折扣(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,手续费率
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-352384451780392,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23白+G26黑,5XL 建议210-240斤",797756287156	,	,无售后或售后取消,	,	,2021-04-12 14:48:19,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-249630557382338,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"J60黑+S011黑,8XL 建议310-350斤",797118881698	,	,无售后或售后取消,	,	,2021-04-12 14:41:47,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-351515444201649,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G26黑,7XL 建议270-310斤",797756287149	,	,无售后或售后取消,	,	,2021-04-12 14:40:29,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-156986246122789,待发货,38.8	,0.0	,2.0	,36.8	,38.8	,1	,	,	,219896665455	,"字母W白+火焰熊黑,8XL 建议270-290斤",795750293542	,	,无售后或售后取消,	,	,2021-04-12 14:36:36,否,	,	,	
【买一送一】夏季港风宽松大码胖子t恤男潮流韩版加肥加大短袖男,210412-296610694321452,待发货,22.14	,0.0	,0.0	,22.14	,22.14	,1	,	,	,116078980576	,"【两件装】海贼王黑色+史迪仔白色,6XL",539923822626	,	,无售后或售后取消,	,	,2021-04-12 14:30:51,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-062652417000043,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+时来运转黑,6XL 建议230-250斤",795750293516	,	,无售后或售后取消,	,	,2021-04-12 14:37:57,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-419151217790887,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069532188	,"G23白,6XL 建议240-270斤",798235364585	,	,无售后或售后取消,	,	,2021-04-12 14:25:05,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-249562399893026,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"J60灰+S011黑,4XL 建议180-210斤",797119532813	,	,无售后或售后取消,	,	,2021-04-12 14:24:27,否,	,	,	
春夏新款宽松大码胖子男加肥加大码港风ins韩版t恤宽松印花打底衫,210412-219785463003742,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221099826903	,"T128黑+T85白,5XL 建议210-240斤",798286439871	,	,无售后或售后取消,	,	,2021-04-12 14:17:55,否,	,	,	
加肥加大码男装连帽卫衣秋冬季韩版潮流学生ins港风宽松胖子卫衣,210412-148108739641243,待发货,53.9	,0.0	,0.0	,53.9	,53.9	,1	,	,	,180326142335	,"【两件装】644黑色+641黑色,9XL",694652665411	,	,无售后或售后取消,	,	,2021-04-12 14:17:36,否,	,	,	
夏季短袖T恤男卡通印花潮牌宽松大码半袖体恤韩版加肥加大短袖男,210412-058762200103580,待发货,23.9	,0.0	,0.0	,23.9	,23.9	,1	,	,	,150374761515	,"【单件】火影眼睛黑色,7XL",624947883292	,	,无售后或售后取消,	,	,2021-04-12 14:16:17,否,	,	,	
国潮加肥加大码五分袖宽松胖子男装t恤白色体恤男生学生运动t恤,210412-285373891661079,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219893662649	,"W19黑+W11黑,9XL 建议290-320斤",795742889455	,	,无售后或售后取消,	,	,2021-04-12 14:18:53,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-132865066210156,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23白,6XL 建议240-270斤",797756287121	,	,无售后或售后取消,	,	,2021-04-12 14:14:16,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-487654687680121,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"J60黑+J06黑,7XL 建议270-310斤",797119047818	,	,无售后或售后取消,	,	,2021-04-12 14:11:34,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-660850607231713,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G26黑,5XL 建议210-240斤",797756287129	,	,无售后或售后取消,	,	,2021-04-12 14:10:58,否,	,	,	
2021新款日系阔腿裤男士大码束脚裤透气舒适学生加肥加大码运动裤,210412-422847448050573,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,221854380009	,"S010灰,2XL 建议130-150斤",800112990082	,	,无售后或售后取消,	,	,2021-04-12 14:02:27,否,	,	,	
【买一送一】夏季港风宽松大码胖子t恤男潮流韩版加肥加大短袖男,210412-643285648630288,待发货,22.14	,0.0	,1.0	,21.14	,22.14	,1	,	,	,116078980576	,"【两件装】猫白色+史迪仔黑色,4XL",539923822606	,	,无售后或售后取消,	,	,2021-04-12 14:01:58,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-675100755120870,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G30黑,2XL 建议130-150斤",798235364661	,	,无售后或售后取消,	,	,2021-04-12 14:01:17,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-588736103451305,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,8XL 建议310-350斤",798236015624	,	,无售后或售后取消,	,	,2021-04-12 14:00:29,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-401372611753965,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G30黑,5XL 建议210-240斤",798235364696	,	,无售后或售后取消,	,	,2021-04-12 13:58:38,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-153076368552244,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"S011灰+S011黑,3XL 建议150-180斤",797119967711	,	,无售后或售后取消,	,	,2021-04-12 13:58:30,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-650347807862267,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24黑+G24白,5XL 建议210-240斤",797752827825	,	,无售后或售后取消,	,	,2021-04-12 14:00:28,否,	,	,	
2021新款国潮欧美风上衣t恤冰丝舒适透气高档胖子加肥加大码男t恤,210412-202435462242340,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219890526510	,"W15黑+W13白,5XL 建议200-230斤",797159137607	,	,无售后或售后取消,	,	,2021-04-12 13:55:41,否,	,	,	
夏季短袖T恤男卡通印花潮牌宽松大码半袖体恤韩版加肥加大短袖男,210412-236930991342174,待发货,36.9	,0.0	,0.0	,36.9	,36.9	,1	,	,	,150374761515	,"【两件装】宗介蓝色+火影眼睛白色,5XL",624949376131	,	,无售后或售后取消,	,	,2021-04-12 13:55:31,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-072742339552774,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,6XL 建议230-250斤",795750293600	,	,无售后或售后取消,	,	,2021-04-12 13:55:18,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-594040587440175,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28白+G30黑,4XL 建议180-210斤",798235364719	,	,无售后或售后取消,	,	,2021-04-12 13:53:59,否,	,	,	
【买一送一】夏季港风宽松大码胖子t恤男潮流韩版加肥加大短袖男,210412-497837671662174,待发货,14.94	,0.0	,0.0	,14.94	,14.94	,1	,	,	,116078980576	,"【单件】海贼王白色,5XL",539923822526	,	,无售后或售后取消,	,	,2021-04-12 13:53:49,否,	,	,	
夏季短袖T恤男卡通印花潮牌宽松大码半袖体恤韩版加肥加大短袖男,210412-677689426972044,待发货,36.9	,0.0	,0.0	,36.9	,36.9	,1	,	,	,150374761515	,"【两件装】宗介黑色+火影眼睛白色,6XL",624949376152	,	,无售后或售后取消,	,	,2021-04-12 13:50:45,否,	,	,	
2021新款日系阔腿裤男士大码束脚裤透气舒适学生加肥加大码运动裤,210412-085001503761111,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,221854380009	,"S011反光黑+后背彩虹黑,5XL 建议210-240斤",800112990275	,	,无售后或售后取消,	,	,2021-04-12 13:48:31,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-624377201791697,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,220536989085	,"S011黑,4XL 建议180-210斤",797118218277	,	,无售后或售后取消,	,	,2021-04-12 13:48:36,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-357155472421853,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24黑+G24白,5XL 建议210-240斤",797752827825	,	,无售后或售后取消,	,	,2021-04-12 13:43:31,否,	,	,	
秋冬款中国风嘻哈国潮学生卫衣宽松潮牌胖子加肥加大码连帽卫衣男,210412-230634292163575,待发货,55.9	,0.0	,0.0	,55.9	,55.9	,1	,	,	,183421056997	,"【两件装】旗开得胜白色+日进斗金黑色,10XL",702361343232	,	,无售后或售后取消,	,	,2021-04-12 13:42:55,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-175012578301098,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W白+时来运转黑,8XL 建议270-290斤",795750293566	,	,无售后或售后取消,	,	,2021-04-12 13:36:05,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-421523621031939,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069532188	,"G23白,7XL 建议270-310斤",798236015599	,	,无售后或售后取消,	,	,2021-04-12 13:33:43,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-192080774142026,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28白,4XL 建议180-210斤",798235364671	,	,无售后或售后取消,	,	,2021-04-12 13:33:12,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-156721480683184,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,5XL 建议210-240斤",798235364680	,	,无售后或售后取消,	,	,2021-04-12 13:29:17,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-649056748583573,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"火焰熊黑,4XL 建议170-200斤",795750293430	,	,无售后或售后取消,	,	,2021-04-12 13:24:41,否,	,	,	
2021新款夏季透气舒适上衣t恤男大码男装大气潮流印花学生t恤男生,210412-477521511563484,待发货,28.8	,0.0	,0.0	,28.8	,28.8	,1	,	,	,219895774509	,"舞狮黑,9XL 建议290-320斤",795747896543	,	,无售后或售后取消,	,	,2021-04-12 13:21:52,否,	,	,	
加肥加大码男装连帽卫衣秋冬季韩版潮流学生ins港风宽松胖子卫衣,210412-044889539611063,待发货,53.9	,0.0	,0.0	,53.9	,53.9	,1	,	,	,180326142335	,"【两件装】644黑色+641浅灰色,5XL",694650306827	,	,无售后或售后取消,	,	,2021-04-12 13:19:15,否,	,	,	
2021新款日系阔腿裤男士大码束脚裤透气舒适学生加肥加大码运动裤,210412-186415842241552,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,221854380009	,"S011反光灰+S011反光黑,3XL 建议150-180斤",800112990233	,	,无售后或售后取消,	,	,2021-04-12 13:18:19,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-645439161400149,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,6XL 建议230-250斤",795750293600	,	,无售后或售后取消,	,	,2021-04-12 13:15:41,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-037679268910702,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+字母W白,5XL 建议200-230斤",795750293479	,	,无售后或售后取消,	,	,2021-04-12 13:15:29,否,	,	,	
2021新款胖子男装t恤学生潮流百搭五分袖上衣国潮嘻哈中国风宽松,210412-264587183230866,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069478513	,"G22黑,5XL 建议210-240斤",798232014743	,	,无售后或售后取消,	,	,2021-04-12 13:13:39,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-520794932232319,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"火焰熊黑,6XL 建议230-250斤",795750293432	,	,无售后或售后取消,	,	,2021-04-12 13:10:48,否,	,	,	
宽松胖子加肥加大码学生五分袖港风韩版印花运动透气t恤男情侣装,210412-654425457873314,待发货,26.8	,0.0	,2.5	,24.3	,26.8	,1	,	,	,225840213951	,"SS39灰色,8XL 建议310-350斤",809914576919	,	,无售后或售后取消,	,	,2021-04-12 13:10:33,否,	,	,	
2021夏季新款港风韩版潮流百搭加肥加大码学生五分袖t恤男肥佬装,210412-310828074193314,待发货,26.8	,0.0	,2.5	,24.3	,26.8	,1	,	,	,233082824362	,"WK033黑,8XL 建议310-350斤",827673253483	,	,无售后或售后取消,	,	,2021-04-12 13:10:34,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-140320441552624,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,220536989085	,"J60灰,L 建议100-115斤",797118218263	,	,无售后或售后取消,	,	,2021-04-12 13:06:30,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-194426963183438,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28白+G30白,5XL 建议210-240斤",798235364712	,	,无售后或售后取消,	,	,2021-04-12 13:05:37,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-295611925551005,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30白,7XL 建议270-310斤",798236015635	,	,无售后或售后取消,	,	,2021-04-12 13:01:10,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-299953030223700,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,	,无售后或售后取消,	,	,2021-04-12 13:00:13,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-671784633431907,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24黑+G34黑,6XL 建议240-270斤",797752827836	,	,无售后或售后取消,	,	,2021-04-12 12:58:58,否,	,	,	
秋季潮流ins韩版动漫卡通宽松胖子假两件长袖T恤男加肥加大上衣男,210412-417013433532764,待发货,25.9	,0.0	,5.0	,20.9	,25.9	,1	,	,	,169952572905	,"【单件】眼睛深灰色,M",670452596080	,	,无售后或售后取消,	,	,2021-04-12 12:58:39,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-326002279473243,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,L 建议100-115斤",795750293402	,	,无售后或售后取消,	,	,2021-04-12 12:57:48,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-084593870050919,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 12:55:00,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-554209117191103,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,	,无售后或售后取消,	,	,2021-04-12 12:51:35,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-267254498450727,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G28黑,4XL 建议180-210斤",798235364647	,	,无售后或售后取消,	,	,2021-04-12 12:51:21,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-248601642053082,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,L 建议100-115斤",795750293402	,	,无售后或售后取消,	,	,2021-04-12 12:49:18,否,	,	,	
夏季短袖T恤男卡通印花潮牌宽松大码半袖体恤韩版加肥加大短袖男,210412-204843254830679,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,150374761515	,"【两件装】宗介蓝色+百事白色,4XL",624950754290	,	,无售后或售后取消,	,	,2021-04-12 12:47:06,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-230757500083069,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W白+时来运转白,2XL 建议130-150斤",795750293572	,	,无售后或售后取消,	,	,2021-04-12 12:46:57,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-460877988880874,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,L 建议100-115斤",795750293402	,	,无售后或售后取消,	,	,2021-04-12 12:41:40,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-563519161421127,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G30黑,6XL 建议240-270斤",798235364697	,	,无售后或售后取消,	,	,2021-04-12 12:40:55,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-280454759522904,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+火焰熊黑,5XL 建议200-230斤",795750293491	,	,无售后或售后取消,	,	,2021-04-12 12:33:22,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-183768187970664,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 12:31:30,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-208023061682621,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊白+时来运转黑,5XL 建议200-230斤",795750293623	,	,无售后或售后取消,	,	,2021-04-12 12:31:03,否,	,	,	
2021新款夏季港风上衣t恤男潮流韩版百搭加肥加大码短袖男学生t恤,210412-097801995452694,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220727859459	,"T87白+T88黑,8XL 建议310-350斤",797511916590	,	,无售后或售后取消,	,	,2021-04-12 12:30:53,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-191463425122903,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28白+G30黑,8XL 建议310-350斤",798236015634	,	,无售后或售后取消,	,	,2021-04-12 12:30:31,否,	,	,	
秋季加绒胖子男装大码圆领百搭上衣外套学生休闲宽松ins潮流外套,210412-043508040700232,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,217207256784	,"Y32黑,10XL 建议320-350斤",789031231505	,	,无售后或售后取消,	,	,2021-04-12 12:28:45,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-455821231180308,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28白,8XL 建议310-350斤",798236015622	,23白28黑 [pdd55559146481 04/12 12:34],无售后或售后取消,	,	,2021-04-12 12:28:01,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-027603764190830,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24黑+G24白,6XL 建议240-270斤",797752827826	,	,无售后或售后取消,	,	,2021-04-12 12:17:11,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-544370852990778,待发货,38.8	,0.0	,2.0	,36.8	,38.8	,1	,	,	,220841614732	,"G34黑+G28黑,6XL 建议240-270斤",797752827896	,	,无售后或售后取消,	,	,2021-04-12 12:15:58,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-581052662760759,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,2XL 建议130-150斤",795750293404	,	,无售后或售后取消,	,	,2021-04-12 12:12:29,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-422775358540443,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,L 建议100-115斤",795750293414	,	,无售后或售后取消,	,	,2021-04-12 12:08:07,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-520735949902454,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"S011黑+J06黑,L 建议100-115斤",797119967718	,	,无售后或售后取消,	,	,2021-04-12 12:08:01,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-251381679051332,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23黑,7XL 建议270-310斤",797756287113	,	,无售后或售后取消,	,	,2021-04-12 12:05:22,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-446298850303073,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G23黑,4XL 建议180-210斤",798235364631	,	,无售后或售后取消,	,	,2021-04-12 12:05:07,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-125167207523695,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,L 建议100-115斤",795750293402	,	,无售后或售后取消,	,	,2021-04-12 12:02:35,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-627524240500060,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,220536989085	,"J60黑,XL 建议115-130斤",797118218254	,	,无售后或售后取消,	,	,2021-04-12 12:00:35,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-398676460752182,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,5XL 建议210-240斤",797752827775	,	,无售后或售后取消,	,	,2021-04-12 11:53:57,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-110712587272607,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,2XL 建议130-150斤",795750293404	,	,无售后或售后取消,	,	,2021-04-12 11:48:08,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-677153342671110,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,2XL 建议130-150斤",795750293404	,	,无售后或售后取消,	,	,2021-04-12 11:47:17,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-553241805761301,待发货,38.8	,0.0	,2.0	,36.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30白,8XL 建议310-350斤",798236015636	,	,无售后或售后取消,	,	,2021-04-12 11:46:52,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-348937258171035,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30黑,6XL 建议240-270斤",798235364737	,	,无售后或售后取消,	,	,2021-04-12 11:43:39,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-629001422031536,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24白+G34黑,5XL 建议210-240斤",797752827865	,	,无售后或售后取消,	,	,2021-04-12 11:41:33,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-496052470771092,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,L 建议100-115斤",795750293402	,	,无售后或售后取消,	,	,2021-04-12 11:39:47,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-416335791102941,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+火焰熊白,9XL 建议290-320斤",795750293507	,	,无售后或售后取消,	,	,2021-04-12 11:38:25,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-427601429460453,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 11:33:35,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-542985421840451,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 11:29:18,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-557398099031930,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,220536989085	,"S011黑,XL 建议115-130斤",797118218274	,	,无售后或售后取消,	,	,2021-04-12 11:27:14,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-273902470093309,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,XL 建议115-130斤",795750293415	,	,无售后或售后取消,	,	,2021-04-12 11:23:50,否,	,	,	
